,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Kode Barang,Nama Barang,Re Order,Kategori,Sub Kategori,Satuan 1,Satuan 2,Satuan 3,Satuan 4,Konversi 1,Konversi 2,Konversi 3,Konversi 4,Satuan Beli,Satuan Jual,Default Qty Jual,PPN,Keterangan,HJ 1 - Satuan 1,HJ 2 - Satuan 1,HJ 3 - Satuan 1,HJ 1- Satuan 2,HJ 2- Satuan 2,HJ 3- Satuan 2,HJ 1 - Satuan 3,HJ 2 - Satuan 3,HJ 3 - Satuan 3,HJ 1 - Satuan 4,HJ 2 - Satuan 4,HJ 3 - Satuan 4,Harga Perolehan,Harga Beli
131,30004,CHARM MALAM ISI 2,0,PEMBALUT,PEMBALUT,RTG,RTG,DOS,,1,1,24,0,3,1,0,0,,25500,0,0,25500,0,0,605000,0,0,0,0,0,21794.83,22000
132,30005,CHARM WING ISI 2,0,PEMBALUT,PEMBALUT,RTG,RTG,DOS,,1,1,24,0,3,1,0,0,,13500,0,0,13500,0,0,290000,0,0,0,0,0,11330.38,11520.83
133,30006,CHEER / CLUB 600ML xxx,0,MINUMAN,MINUMAN,DOS,DOS,DOS,,1,1,1,0,3,1,0,0,,28000,0,0,28000,0,0,28000,0,0,0,0,0,35000,35000
134,30007,CHEER / CLUB GLS xxx,0,MINUMAN,MINUMAN,DOS,DOS,DOS,,1,1,1,0,3,1,0,0,,25000,0,0,25000,0,0,25000,0,0,0,0,0,17500,17500
135,30008,CHEER 1500ML xxx,0,MINUMAN,MINUMAN,DOS,DOS,DOS,,1,1,1,0,3,1,0,0,,42500,0,0,42500,0,0,42500,0,0,0,0,0,0,0
136,30009,CHOCOLATOS Coklat,0,MINUMAN,MINUMAN,RTG,RTG,DOS,,1,1,8,0,3,1,0,0,,20500,0,0,20000,0,0,153000,0,0,0,0,0,18524.89,18525
137,30010,CIPTADENT 195GR,0,PASTA GIGI,PASTA GIGI,KTK,LSN,DOS,,1,12,24,0,3,1,0,0,,11000,0,0,125000,0,0,240000,0,0,0,0,0,9299.78,9199.08
138,30011,CIPTADENT 75GR xxx,0,PASTA GIGI,PASTA GIGI,KTK,LSN,DOS,,1,12,72,0,3,1,0,0,,3500,0,0,1,0,0,1,0,0,0,0,0,0,3163
139,30012,CITRUN GAJAH 50GR,0,MISC,MISC,RTG,PRES,DOS,,1,4,40,0,3,2,0,0,,13000,0,0,45000,0,0,425000,0,0,0,0,0,8712.76,8500
140,30013,CLING PEMBERSIH KACA 425ML,0,MISC,SABUN CAIR,BKS,BKS,DOS,,1,1,12,0,3,1,0,0,,4000,0,0,4000,0,0,45000,0,0,0,0,0,3040.47,3046.83
141,30014,CLOSEUP GREEN 110GR xxx,0,PASTA GIGI,PASTA GIGI,KTK,LSN,DOS,,1,12,48,0,3,1,0,0,,11500,0,0,132000,0,0,525000,0,0,0,0,0,0,0
142,30015,CLOSEUP GREEN 160GR xxx,0,PASTA GIGI,PASTA GIGI,KTK,LSN,DOS,,1,12,48,0,3,1,0,0,,19000,0,0,215000,0,0,820000,0,0,0,0,0,15900,15900
143,30016,CLOSEUP GREEN 65GR,0,PASTA GIGI,PASTA GIGI,KTK,LSN,DOS,,1,12,48,0,3,1,0,0,,7000,0,0,78500,0,0,300000,0,0,0,0,0,170.52,5750
144,30017,COCO MAXI,0,SANTAN,SANTAN,RTG,RTG,DOS,,1,1,10,0,3,1,0,0,,32000,0,0,31000,0,0,305000,0,0,0,0,0,28829.11,28800
145,30018,CONDITIONER PANTENE SC,0,SHAMPOO,SHAMPOO,RTG,RTG,DOS,,1,1,20,0,3,1,0,0,,9500,0,0,9500,0,0,1,0,0,0,0,0,8693,8693
146,30019,CUKA SUKA SARI,0,MISC,BUMBU,PAK,LSN,DOS,,1,2,20,0,3,1,0,0,,14000,0,0,27000,0,0,255000,0,0,0,0,0,12353.97,12347.95
147,30020,CHRYSANTEMUM TEA DALI CHC,0,MINUMAN,MINUMAN,KTK,KTK,DOS,,1,1,60,0,3,3,0,0,,19000,0,0,19000,0,0,1050000,0,0,0,0,0,17250,17250
148,30021,CABE BUBUK SPC,0,MISC,BUMBU,KG,KG,KG,,1,1,1,0,1,1,0,0,,80000,0,0,0,0,0,0,0,0,0,0,0,60668.89,56000
149,30022,CUKA KKK Btl,0,MISC,BUMBU,BTL,BTL,DOS,,1,1,12,0,3,1,0,0,,15500,0,0,15000,0,0,175000,0,0,0,0,0,11666.67,11666.67
150,30023,CENGKEH SUPER,0,PALAWIJA,PALAWIJA,KG,KG,KG,,1,1,1,0,1,1,0,0,,200000,0,0,0,0,0,0,0,0,0,0,0,0,0
151,30024,CHOCOLATOS MATCHA/ cream / kurma,0,MINUMAN,MINUMAN,RTG,RTG,DOS,,1,1,8,0,3,1,0,0,,20500,0,0,20000,0,0,153000,0,0,0,0,0,18525,18525
152,30025,CLEO Btl Mini,0,MINUMAN,MINUMAN,KRAT,KRAT,KRAT,,1,1,1,0,1,1,0,0,,18000,0,0,0,0,0,0,0,0,0,0,0,16200,16200
153,30026,CHAMPION xxx,0,MINUMAN,MINUMAN,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,17500,0,0,17500,0,0,192000,0,0,0,0,0,15000,15000
154,30027,CIPTADENT 75GR 5+1,0,PASTA GIGI,PASTA GIGI,PCS,IKT,DOS,,1,10,60,0,3,1,0,0,,3800,0,0,35000,0,0,195000,0,0,0,0,0,3068.94,3195
155,30028,C_______,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,30029,C________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,30030,C________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,30031,C________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,30032,C________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,30033,C________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,30034,C________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,30035,C________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,30036,C________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,30037,C________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,30038,C________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,40001,DAIA 380GR,0,DETERGEN,DETERGEN,BKS,LOS,DOS,,1,1,24,0,3,1,0,0,,4600,0,0,4500,0,0,102000,0,0,0,0,0,3724.15,4100
167,40002,DAIA 800GR,0,DETERGEN,DETERGEN,BKS,LOS,DOS,,1,1,12,0,3,1,0,0,,17000,0,0,17000,0,0,185000,0,0,0,0,0,13833.53,13297
168,40003,DAIA PK SC,0,DETERGEN,DETERGEN,LSN,LSN,DOS,,1,1,6,0,3,1,0,0,,10000,0,0,10000,0,0,57000,0,0,0,0,0,9250.18,9566.67
169,40004,DANCOW CKLT SC 40GR,0,SUSU,SUSU,RTG,RTG,DOS,,1,1,16,0,3,1,0,0,,37000,0,0,36000,0,0,560000,0,0,0,0,0,34009.77,34015.56
170,40005,DANCOW INS SC 27GR,0,SUSU,SUSU,RTG,RTG,DOS,,1,1,16,0,3,1,0,0,,37000,0,0,36000,0,0,560000,0,0,0,0,0,34015.62,34015.56
171,40006,DARA BAKSO,0,MIE,MIE,BAL,BAL,BAL,,1,1,1,0,3,3,0,0,,0,0,0,0,0,0,43500,0,0,0,0,0,42000,42000
172,40007,DESAKU TUMBAR P1000,0,MISC,BUMBU,RTG,PRES,DOS,,1,2,16,0,3,1,0,0,,10500,0,0,21000,0,0,158500,0,0,0,0,0,9231.06,9310
173,40008,DOWNY 1000an,0,DETERGEN,DETERGEN,LSN,LSN,DOS,,1,1,30,0,3,1,0,0,,10000,0,0,9800,0,0,285000,0,0,0,0,0,8901.98,9115
174,40009,DOWNY 500an,0,DETERGEN,DETERGEN,LSN,LSN,DOS,,1,1,60,0,3,1,0,0,,5000,0,0,5000,0,0,288000,0,0,0,0,0,4466.71,4602.5
175,40010,DAIA / SOKLIN 555GR 10k,0,DETERGEN,DETERGEN,BKS,BKS,DOS,,1,1,12,0,3,1,0,0,,9000,0,0,9000,0,0,105000,0,0,0,0,0,7661.29,7635
176,40011,DESAKU MARINASI,0,MISC,BUMBU,RTG,LOS,DOS,,1,1,36,0,3,1,0,0,,10000,0,0,9750,0,0,347500,0,0,0,0,0,9310,9310
177,40012,DETERGEN BOOM CINTA / SAYANG 260GR 2+1,0,MISC,BUMBU,PCS,IKT,DOS,,1,3,36,0,3,2,0,0,,4000,0,0,10000,0,0,98000,0,0,0,0,0,2594.59,2597.22
178,40013,XXXXXX DESAKU BAWANG PUTIH BUBUK SC xxx,0,MISC,BUMBU,RTG,PRES,DOS,,1,2,16,0,3,2,0,0,,10000,0,0,20000,0,0,158000,0,0,0,0,0,17774,20947.5
179,40014,DESAKU CABE BUBUK SC,0,MISC,BUMBU,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,21000,0,0,20500,0,0,237500,0,0,0,0,0,19110,19110
180,40015,XXXXXX DESAKU TUMBAR P1000 BARU isi 36 xxx,0,,,RTG,PRES,DOS,,1,6,36,0,3,1,0,0,,10500,0,0,57500,0,0,351500,0,0,0,0,0,0,0
181,40016,DESAKU BAWANG PUTIH BUBUK SC baru,0,,,RTG,PRES,DOS,,1,6,36,0,3,1,0,0,,10000,0,0,58000,0,0,347500,0,0,0,0,0,8742.32,9310
182,40017,DAIA 2700GR,0,,,PCS,PCS,DOS,,1,1,4,0,3,1,0,0,,48500,0,0,48000,0,0,185000,0,0,0,0,0,42768,42768
183,40018,D_______,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,40019,D_______,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,40020,D_______,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,40021,D_______,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,40022,D_______,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,40023,D_______,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,40024,D_______,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,40025,D_______,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,40026,D_______,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,40027,D_______,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,40028,D_______,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,40029,D_______,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,50001,EDEL CREOLINE 1L xxx,0,MISC,SABUN CAIR,KLG,KLG,DOS,,1,1,12,0,3,1,0,0,,14500,0,0,14500,0,0,14500,0,0,0,0,0,0,0
196,50002,ENAK MILK C xxx,0,SUSU,SUSU,KLG,KLG,DOS,,1,1,48,0,3,1,0,0,,11250,0,0,11250,0,0,525000,0,0,0,0,0,0,9895.83
197,50003,ENAK MILK P xxx,0,SUSU,SUSU,KLG,KLG,DOS,,1,1,48,0,3,1,0,0,,11000,0,0,11000,0,0,525000,0,0,0,0,0,0,10229.17
198,50004,ENERGEN CEREAL Coklat,0,MINUMAN,MINUMAN,RTG,LOS,DOS,,1,1,16,0,3,1,0,0,,20500,0,0,20000,0,0,308000,0,0,0,0,0,18276.59,19015.06
199,50005,ENERGEN CEREAL Vanilla,0,MINUMAN,MINUMAN,RTG,LOS,DOS,,1,1,16,0,3,1,0,0,,20500,0,0,20000,0,0,310000,0,0,0,0,0,2.12,18725
200,50006,ENERGEN CEREAL Kacang Hijau,0,MINUMAN,MINUMAN,RTG,LOS,DOS,,1,1,16,0,3,1,0,0,,20500,0,0,20000,0,0,310000,0,0,0,0,0,19014.65,19015.06
201,50007,ENERGEN CEREAL Jahe XXXX,0,MINUMAN,MINUMAN,RTG,LOS,DOS,,1,1,16,0,3,1,0,0,,20500,0,0,20000,0,0,312000,0,0,0,0,0,0,0
202,50008,ENERGEN CEREAL Kurma xxx,0,MINUMAN,MINUMAN,RTG,RTG,DOS,,1,1,16,0,3,1,0,0,,22000,0,0,22000,0,0,335000,0,0,0,0,0,0,0
203,50009,EXTRA JOSS,0,MINUMAN,MINUMAN,KTK,PRES,DOS,,1,5,60,0,3,1,0,0,,14500,0,0,70000,0,0,745000,0,0,0,0,0,12700.99,12707.27
204,50010,EDEL ABU GOSOK 250Gr,0,MISC,MISC,PCS,LOS,BAL,,1,1,25,0,3,1,0,0,,3500,0,0,3250,0,0,72500,0,0,0,0,0,2600,2600
205,50011,EKONOMI PENCUCI 235ML,0,MISC,SABUN CAIR,PCS,LOS,DOS,,1,1,24,0,3,1,0,0,,3500,0,0,3500,0,0,79000,0,0,0,0,0,2368.08,2368.08
206,50012,E________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,50013,E________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,50014,E________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,60001,FLORIDINA xxx,0,MINUMAN,MINUMAN,BTL,BTL,DOS,,1,1,12,0,3,3,0,0,,3000,0,0,3000,0,0,31500,0,0,0,0,0,2236.55,1856.25
210,60002,FRAMBOZEN LAYAR xxx,0,MISC,BAHAN KUE,BTL,IKT,LSN,,1,6,12,0,3,3,0,0,,5000,0,0,27500,0,0,52500,0,0,0,0,0,3944.44,3916.67
211,60003,FRAMBOZEN LONCENG xxx,0,MISC,BAHAN KUE,BTL,BTL,LSN,,1,1,12,0,3,3,0,0,,13500,0,0,13000,0,0,136000,0,0,0,0,0,0,0
212,60004,F________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,60005,F________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,60006,F________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,60007,F________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,60008,F________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,70001,GARAM GRASAK,0,GARAM,GARAM,PRES,PRES,PRES,,1,1,1,0,1,1,0,0,,10000,0,0,10000,0,0,0,0,0,0,0,0,9000,9000
218,70002,GARAM GRASAK LOS,0,GARAM,GARAM,KG,LOS,KG,,1,1,1,0,1,1,0,0,,5000,0,0,4500,0,0,0,0,0,0,0,0,2908.35,3000
219,70003,GARAM KAPAL 250 GR,0,GARAM,GARAM,BKS,LOS,BAL,,1,1,40,0,3,3,0,0,,2000,0,0,2000,0,0,65000,0,0,0,0,0,1567.32,1575
220,70004,GARAM Kotak cap Anak,0,GARAM,GARAM,PRES,PRES,PRES,,1,1,1,0,1,1,0,0,,6500,0,0,6000,0,0,0,0,0,0,0,0,130160.3,5300
221,70005,GERIT xxx,0,MISC,MISC,PCS,PCS,PRES,,1,1,10,0,3,3,0,0,,3000,0,0,3000,0,0,25000,0,0,0,0,0,0,0
222,70006,GLICO 1K WAKU CKLT/STR 35ML,0,ES,ES,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,1000,0,0,1000,0,0,1000,0,0,0,0,0,0,0
223,70007,GLICO 2K WAKU CKLT 50ML,0,ES,ES,PCS,PCS,DUS,,1,1,48,0,3,1,0,0,,2000,0,0,2000,0,0,91000,0,0,0,0,0,0,0
224,70008,GLICO 3K JCONE JUNIOR 40ML,0,ES,ES,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,3000,0,0,3000,0,0,3000,0,0,0,0,0,0,0
225,70009,GLICO 3K Mochi,0,ES,ES,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,3000,0,0,3000,0,0,3000,0,0,0,0,0,0,0
226,70010,GLICO 3K WAKU CKLT 60ML,0,ES,ES,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,3000,0,0,3000,0,0,3000,0,0,0,0,0,0,0
227,70011,GLICO 4K FROSTBITE CUP 90ML,0,ES,ES,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,4500,0,0,4500,0,0,4500,0,0,0,0,0,0,0
228,70012,GLICO 4K FROSTBITE PARI 60ML,0,ES,ES,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,4000,0,0,4000,0,0,4000,0,0,0,0,0,0,0
229,70013,GLICO 5K FROSTBITE VANILA 65ML,0,ES,ES,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,5000,0,0,5000,0,0,5000,0,0,0,0,0,0,0
230,70014,GLICO 5K HAKU MONAKA,0,ES,ES,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,5000,0,0,5000,0,0,5000,0,0,0,0,0,0,0
231,70015,GLICO 5K JCONE PARI 120ML,0,ES,ES,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,5000,0,0,5000,0,0,5000,0,0,0,0,0,0,0
232,70016,GLICO 5K WAKU Ikan,0,ES,ES,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,5000,0,0,5000,0,0,5000,0,0,0,0,0,3363.33,4036
233,70017,GOLDA,0,MINUMAN,MINUMAN,BTL,BTL,DOS,,1,1,12,0,3,3,0,0,,3500,0,0,3200,0,0,35000,0,0,0,0,0,2602.33,2606.33
234,70018,GOLOK SOHUN BESAR,0,BIHUN,BIHUN,BKS,LOS,ZAK,,1,1,80,0,3,1,0,0,,7000,0,0,6500,0,0,490000,0,0,0,0,0,5440.34,5937.5
235,127000,GOLOK SOHUN KECIL,0,BIHUN,BIHUN,PRES,PRES,IKT,,1,1,5,0,3,1,0,0,,36000,0,0,36000,0,0,173000,0,0,0,0,0,33400,34000
236,70020,GOOD DAY CAPPUCINO,0,MISC,KOPI,RTG,LOS,DOS,,1,1,12,0,3,1,0,0,,21500,0,0,21000,0,0,241000,0,0,0,0,0,19223.85,19296.34
237,70021,G 1 xxxx,0,,,RTG,PRES,DOS,,1,5,25,0,3,1,0,0,,12500,0,0,57500,0,0,285000,0,0,0,0,0,10649.4,11219.96
238,70022,G xxxx,0,,,RTG,PRES,DOS,,1,5,25,0,3,1,0,0,,12500,0,0,57500,0,0,281000,0,0,0,0,0,10808.96,10808.96
239,70023,G xxxx,0,,,RTG,PRES,DOS,,1,5,25,0,3,1,0,0,,12500,0,0,57500,0,0,281000,0,0,0,0,0,10808.92,10808.92
240,70024,G xxx,0,,,RTG,PRES,DOS,,1,5,25,0,3,1,0,0,,12500,0,0,57500,0,0,281000,0,0,0,0,0,16431.88,10516.4
241,70025,GULA DONAT,0,GULA,GULA,KG,KG,ZAK,,1,1,25,0,3,1,0,0,,15500,0,0,15500,0,0,320000,0,0,0,0,0,11342.82,11400
242,70026,GULA HALUS ROSE / Legi,0,GULA,GULA,BKS,KG,BAL,,1,2,20,0,3,1,0,0,,13000,0,0,24000,0,0,230000,0,0,0,0,0,8919.6,10200
243,70027,GULA KBA,0,GULA,GULA,KG,KG,ZAK,,1,1,50,0,3,3,0,0,,1,0,0,1,0,0,785000,0,0,0,0,0,128.89,16050
244,70028,GULA KBB,0,GULA,GULA,KG,KG,ZAK,,1,1,50,0,3,3,0,0,,16000,0,0,16000,0,0,782500,0,0,0,0,0,16,16000
245,70029,GULA RMI biru,0,GULA,GULA,KG,KG,ZAK,,1,1,50,0,3,3,0,0,,16000,0,0,16000,0,0,765000,0,0,0,0,0,113.63,17300
246,70030,GULA MERAH,0,GULA,GULA,ONS,KG,BAL,,1,10,50,0,3,3,0,0,,2000,0,0,17000,0,0,75000,0,0,0,0,0,1383.06,1400
247,70031,GULA MERAH SUPER,0,GULA,GULA,KG,KG,BAL,,1,1,5,0,3,3,0,0,,20000,0,0,19000,0,0,90000,0,0,0,0,0,22020.35,16400
248,70032,GULA PALM SUGAR,0,GULA,GULA,ONS,KG,DOS,,1,10,125,0,3,2,0,0,,4000,0,0,30000,0,0,352500,0,0,0,0,0,2489.92,2500
249,70033,GULA PASIR 1 KG,0,GULA,GULA,KG,KG,KG,,1,1,1,0,1,1,0,0,,1,0,0,1,0,0,1,0,0,0,0,0,0,0
250,70034,GULA PASIR LOS,0,GULA,GULA,KG,KG,KG,,1,1,1,0,3,1,0,0,,1,0,0,1,0,0,1,0,0,0,0,0,0,0
251,70035,GULA ROSE 1 KG,0,GULA,GULA,KG,KG,DOS,,1,1,20,0,3,1,0,0,,18000,0,0,17750,0,0,350000,0,0,0,0,0,-2375.39,16900
252,70036,GULAKU 1KG,0,GULA,GULA,BKS,BKS,DOS,,1,1,24,0,3,1,0,0,,17000,0,0,17000,0,0,396000,0,0,0,0,0,16000,16000
253,70037,GULA CAIR JURIGEN xxx,0,GULA,GULA,JRG,JRG,JRG,,1,1,1,0,3,1,0,0,,415000,0,0,415000,0,0,415000,0,0,0,0,0,0,0
254,70038,GULA KBA KEMASAN 1KG,0,GULA,GULA,KG,LOS,DOS,,1,1,24,0,3,1,0,0,,18000,0,0,17750,0,0,420000,0,0,0,0,0,13452.8,16200
255,70039,GOOD DAY Mr ,0,MISC,KOPI,RTG,LOS,DOS,,1,1,12,0,3,1,0,0,,14500,0,0,14250,0,0,167500,0,0,0,0,0,13546.74,13555.26
256,70040,GARAM Kotak Bata,0,GARAM,GARAM,PCS,PCS,PCS,,1,1,1,0,1,1,0,0,,5000,0,0,4500,0,0,4500,0,0,0,0,0,2556.7,2700
257,70041,GULA Mxxxxx,0,GULA,GULA,KG,KG,BAL,,1,1,5,0,3,3,0,0,,20000,0,0,19500,0,0,90000,0,0,0,0,0,15425.97,15500
258,70042,GOOD DAY Cklt,0,MISC,KOPI,RTG,LOS,DOS,,1,1,12,0,3,1,0,0,,14500,0,0,14250,0,0,167500,0,0,0,0,0,13576.36,13555.26
259,70043,GOOD DAY Br,0,MISC,KOPI,RTG,LOS,DOS,,1,1,12,0,3,1,0,0,,14500,0,0,14250,0,0,167500,0,0,0,0,0,13333.14,13555.26
260,70044,GOOD DAY LATTE ORI / BUTTER,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,15000,0,0,15000,0,0,170000,0,0,0,0,0,13608.71,13745
261,70045,GARAM PASAR RAME,0,,,BKS,BAL,BAL,,1,40,40,0,3,3,0,0,,2000,0,0,60000,0,0,60000,0,0,0,0,0,1350,1350
262,70046,G________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,80001,HAND BODY SIDIA,0,MISC,MISC,PRES,LSN,DOS,,1,2,12,0,3,2,0,0,,10500,0,0,20000,0,0,115000,0,0,0,0,0,9727,8991.17
264,80002,HANSAPLAST ISI 100,0,MISC,MISC,KTK,KTK,DOS,,1,1,100,0,3,1,0,0,,31000,0,0,30000,0,0,0,0,0,0,0,0,28485.04,28500
265,80003,HERS xxx,0,PEMBALUT,PEMBALUT,BKS,BKS,DOS,,1,1,40,0,3,1,0,0,,3500,0,0,3500,0,0,125000,0,0,0,0,0,2020.41,2757.5
266,80004,HAPPILY L,0,PEMBALUT,PEMBALUT,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,22000,0,0,21000,0,0,240000,0,0,0,0,0,17867.58,17867.58
267,80005,HAPPILY M,0,PEMBALUT,PEMBALUT,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,18000,0,0,17500,0,0,204000,0,0,0,0,0,14906.3,14889.58
268,80006,HAPPILY XL,0,PEMBALUT,PEMBALUT,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,24000,0,0,23000,0,0,273000,0,0,0,0,0,20101,20101
269,80007,H________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,80008,H________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,80009,H________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,80010,H________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,80011,H________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,80012,H________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,80013,H________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,90001,INDOMILK CKLT KLG,0,SUSU,SUSU,KLG,KLG,DOS,,1,1,48,0,3,1,0,0,,12000,0,0,11750,0,0,542500,0,0,0,0,0,11245.57,11458.4
277,90002,INDOMILK CKLT SC,0,SUSU,SUSU,PRES,PRES,DOS,,1,1,20,0,3,1,0,0,,8000,0,0,8000,0,0,145000,0,0,0,0,0,6963.27,7700
278,90003,INDOMILK PTH KLG,0,SUSU,SUSU,KLG,KLG,DOS,,1,1,48,0,3,1,0,0,,12000,0,0,11750,0,0,532500,0,0,0,0,0,12985.42,10660.42
279,90004,INDOMILK PTH SC,0,SUSU,SUSU,PRES,PRES,DOS,,1,1,20,0,3,1,0,0,,8000,0,0,8000,0,0,145000,0,0,0,0,0,6922.98,7700
280,90005,ISOPLUS xxx,0,MINUMAN,MINUMAN,DOS,DOS,DOS,,1,1,1,0,3,1,0,0,,29500,0,0,29500,0,0,29500,0,0,0,0,0,27215,27215
281,90006,I________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,90007,I________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,90008,I________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,90009,I________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
