,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Kode Barang,Nama Barang,Re Order,Kategori,Sub Kategori,Satuan 1,Satuan 2,Satuan 3,Satuan 4,Konversi 1,Konversi 2,Konversi 3,Konversi 4,Satuan Beli,Satuan Jual,Default Qty Jual,PPN,Keterangan,HJ 1 - Satuan 1,HJ 2 - Satuan 1,HJ 3 - Satuan 1,HJ 1- Satuan 2,HJ 2- Satuan 2,HJ 3- Satuan 2,HJ 1 - Satuan 3,HJ 2 - Satuan 3,HJ 3 - Satuan 3,HJ 1 - Satuan 4,HJ 2 - Satuan 4,HJ 3 - Satuan 4,Harga Perolehan,Harga Beli
285,90010,I________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,90011,I________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,90012,I________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,90013,I________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,90014,I________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,90015,I________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,100001,JAGUNG xxx,0,PALAWIJA,PALAWIJA,KG,LOS,ZAK,,1,1,25,0,3,1,0,0,,9999,0,0,7300,0,0,172500,0,0,0,0,0,0,6750
292,100002,JELLY LOS SAKURA,0,MISC,BAHAN KUE,ONS,ONS,KG,,1,1,10,0,3,1,0,0,,25000,0,0,25000,0,0,185000,175000,0,0,0,0,16800,16800
293,100003,JURIGEN KOSONG,0,MISC,MISC,JRG,JRG,JRG,,1,1,1,0,3,1,0,0,,15000,0,0,15000,0,0,15000,0,0,0,0,0,0,0
294,100004,JAMUR KUPING SU,0,MISC,BAHAN KUE,PCS,PCS,PCS,,1,1,1,0,1,1,0,0,,98000,0,0,0,0,0,0,0,0,0,0,0,77150,88500
295,100005,JINTEN PUTIH,0,PALAWIJA,PALAWIJA,ONS,KG,KG,,1,10,10,0,3,3,0,0,,15000,0,0,110000,0,0,110000,0,0,0,0,0,10.78,6000
296,100006,J________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,100007,J________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,100008,J________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,100009,J________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,100010,J________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,100011,J________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,100012,J________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,100013,J________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,110001,KACANG HIJAU BUTEK,0,PALAWIJA,PALAWIJA,KG,LOS,ZAK,,1,1,25,0,3,1,0,0,,23500,0,0,23000,0,0,540000,0,0,0,0,0,20904.81,21050
305,110002,KACANG HIJAU KUPAS GIOK,0,PALAWIJA,PALAWIJA,KG,LOS,ZAK,,1,1,25,0,3,1,0,0,,40000,0,0,39500,0,0,960000,0,0,0,0,0,52845.4,28500
306,110003,KACANG RRC KUPAS,0,PALAWIJA,PALAWIJA,KG,BAL,DOS,,1,12.5,25,0,3,1,0,0,,34000,0,0,400000,0,0,750000,0,0,0,0,0,30789.18,29750
307,110004,Kxxxxxxxxxx,0,,,KG,KG,KG,,1,1,1,0,1,1,0,0,,26000,0,0,0,0,0,0,0,0,0,0,0,24300,24300
308,110005,KACANG TANAH 7MM TB baru,0,PALAWIJA,PALAWIJA,KG,KG,KG,,1,1,1,0,1,1,0,0,,1,0,0,1,0,0,1,0,0,0,0,0,32450,32450
309,110006,KANJI B 400gr,0,TEPUNG,TEPUNG,BKS,BKS,BAL,,1,1,10,0,3,3,0,0,,5000,0,0,4500,0,0,39000,0,0,0,0,0,3375.44,3375
310,110007,KANJI B 200gr,0,TEPUNG,TEPUNG,BKS,BKS,BAL,,1,1,20,0,3,3,0,0,,3000,0,0,2500,0,0,39000,0,0,0,0,0,1795.94,1850
311,110008,KANJI GAJAH LAUT 10KG,0,TEPUNG,TEPUNG,BKS,BKS,BAL,,1,1,20,0,3,3,0,0,,117000,0,0,117000,0,0,117000,0,0,0,0,0,0,0
312,110009,KANJI GUNUNG DUS,0,TEPUNG,TEPUNG,BKS,BKS,DOS,,1,1,20,0,3,3,0,0,,5000,0,0,5000,0,0,90000,0,0,0,0,0,0,4625
313,110010,KANJI K 150 GR,0,TEPUNG,TEPUNG,BKS,BKS,BAL,,1,1,20,0,3,3,0,0,,2500,0,0,2500,0,0,31500,0,0,0,0,0,1326.92,1450
314,110011,KANJI K MINI 1500an,0,TEPUNG,TEPUNG,BAL,BAL,BAL,,1,1,1,0,3,3,0,0,,25000,0,0,25000,0,0,25000,0,0,0,0,0,67994.01,18800
315,110012,KANJI MAWAR,0,TEPUNG,TEPUNG,KG,LOS,ZAK,,1,1,25,0,3,3,0,0,,1,0,0,1,0,0,225000,0,0,0,0,0,8084.13,8100
316,110013,KANJI PANDA,0,TEPUNG,TEPUNG,KG,LOS,ZAK,,1,1,25,0,3,3,0,0,,10000,0,0,10000,0,0,210000,0,0,0,0,0,7400,7400
317,110014,KANJI TERONG,0,TEPUNG,TEPUNG,KG,LOS,ZAK,,1,1,25,0,3,3,0,0,,10000,0,0,10000,0,0,220000,0,0,0,0,0,8109.7,8250
318,110015,KANJI TANI LTK 1KG,0,TEPUNG,TEPUNG,BKS,BKS,DOS,,1,1,25,0,3,1,0,0,,36500,0,0,36000,0,0,840000,0,0,0,0,0,32000,32000
319,110016,KOPI KAPAL API FRESCO SUSU,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,14500,0,0,14000,0,0,156000,0,0,0,0,0,12166.58,12322.83
320,110017,KARA BUBUK,0,SANTAN,SANTAN,RTG,RTG,DOS,,1,1,6,0,3,1,0,0,,13000,0,0,13000,0,0,72500,0,0,0,0,0,12625.49,11237.17
321,110018,KARET PIALA / 999,0,MISC,MISC,BKS,BKS,KG,,1,1,2,0,3,3,0,0,,12500,0,0,12500,0,0,23500,0,0,0,0,0,10999.75,11000
322,110019,KECAP 2 IKAN BANDENG B,0,MISC,KECAP,ISI,BTL,PETI,,1,1,25,0,3,2,0,0,,27500,0,0,28500,0,0,675000,0,0,0,0,0,26000,26000
323,110020,KECAP 2 IKAN BANDENG K,0,MISC,KECAP,ISI,BTL,PETI,,1,1,50,0,3,2,0,0,,16500,0,0,17500,0,0,780000,0,0,0,0,0,14132.44,13900
324,110021,KECAP ABC ASIN BTL 620ML,0,MISC,KECAP,ISI,BTL,DOS,,1,1,12,0,3,2,0,0,,17500,0,0,18500,0,0,202500,0,0,0,0,0,16160.08,16160.08
325,110022,KECAP ABC ASIN MJ 135ML,0,MISC,KECAP,BTL,LOS,DOS,,1,1,48,0,3,1,0,0,,6000,0,0,5750,0,0,255000,0,0,0,0,0,5061.1,5067.61
326,110023,KECAP ABC MANIS 6 KG JURIGEN,0,MISC,KECAP,JRG,,,,1,1,1,0,1,1,0,0,,152000,0,0,0,0,0,0,0,0,0,0,0,137875,138000
327,110024,KECAP ABC MANIS MJ 135ML,0,MISC,KECAP,BTL,LOS,DOS,,1,1,48,0,3,1,0,0,,9000,0,0,8750,0,0,420000,0,0,0,0,0,3.53,7310.79
328,110025,KECAP ABC MANIS RV 225ML,0,MISC,KECAP,BKS,BKS,DOS,,1,1,24,0,3,1,0,0,,8000,0,0,8000,0,0,183000,0,0,0,0,0,6665.45,6872
329,110026,KECAP ABC MANIS RV 520ML,0,MISC,KECAP,BKS,LOS,DOS,,1,1,12,0,3,1,0,0,,18000,0,0,17500,0,0,200000,0,0,0,0,0,14999.28,15000
330,110027,KECAP ABC MANIS RV 60ML,0,MISC,KECAP,BKS,BKS,DOS,,1,1,48,0,3,1,0,0,,1800,0,0,1800,0,0,80000,0,0,0,0,0,1591.44,1599.94
331,110028,KECAP ABC MANIS SC 500 NEW,0,MISC,KECAP,PRES,PRES,DOS,,1,1,16,0,3,1,0,0,,5000,0,0,5000,0,0,74500,0,0,0,0,0,4253.94,4250
332,110029,KECAP ABC MANIS TG 275ML,0,MISC,KECAP,BTL,BTL,DOS,,1,1,24,0,3,1,0,0,,19500,0,0,19500,0,0,465000,0,0,0,0,0,0,0
333,110030,KECAP ASIN 150,0,MISC,KECAP,BTL,BTL,DOS,,1,1,24,0,3,1,0,0,,35500,0,0,35000,0,0,820000,0,0,0,0,0,33541.67,33541.67
334,110031,KECAP ASIN 250,0,MISC,KECAP,BTL,BTL,LSN,,1,1,12,0,3,1,0,0,,25000,0,0,25000,0,0,585000,0,0,0,0,0,-0.7,23250
335,110032,KECAP BADER B,0,MISC,KECAP,BTL,LOS,DOS,,1,1,12,0,3,1,0,0,,35000,0,0,34500,0,0,408000,0,0,0,0,0,30000,30000
336,110033,KECAP BADER K,0,MISC,KECAP,ISI,BTL,PETI,,1,1,50,0,3,2,0,0,,14500,0,0,15500,0,0,675000,0,0,0,0,0,0,12500
337,110034,KECAP BANGO RV 200ML,0,MISC,KECAP,BKS,LOS,DOS,,1,1,24,0,3,1,0,0,,9500,0,0,9500,0,0,220000,0,0,0,0,0,8721.6,8719.6
338,110035,KECAP BANGO RV 550 ML / 700g,0,MISC,KECAP,BKS,LOS,DOS,,1,1,12,0,3,1,0,0,,22500,0,0,22000,0,0,255000,0,0,0,0,0,20000.21,20000
339,110036,KECAP BANGO RV 60ML,0,MISC,KECAP,BKS,BKS,DOS,,1,1,48,0,3,1,0,0,,2600,0,0,2600,0,0,113500,0,0,0,0,0,2322.67,2333.33
340,110037,KECAP BANGO SC 20 ML,0,MISC,KECAP,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,10000,0,0,10000,0,0,113500,0,0,0,0,0,9233.72,9333.33
341,110038,KECAP IKAN ILU NC,0,MISC,KECAP,BTL,BTL,BTL,,1,1,1,0,1,1,0,0,,29000,0,0,28500,0,0,0,0,0,0,0,0,26458,26458
342,110039,KECAP KKK RAJA RASA B,0,MISC,KECAP,BTL,BTL,DOS,,1,1,12,0,3,1,0,0,,35000,0,0,34500,0,0,395000,0,0,0,0,0,31266.18,31250
343,110040,KECAP KKK RAJA RASA K,0,MISC,KECAP,BTL,BTL,DOS,,1,1,24,0,3,1,0,0,,15000,0,0,14500,0,0,305000,0,0,0,0,0,11749.08,11875
344,110041,KECAP KKK RAJA RASA T,0,MISC,KECAP,BTL,BTL,DOS,,1,1,24,0,3,1,0,0,,20500,0,0,20000,0,0,460000,0,0,0,0,0,18041,18333.33
345,110042,KECAP SAWI B,0,MISC,KECAP,ISI,BTL,DOS,,1,1,12,0,3,2,0,0,,24000,0,0,25000,0,0,290000,0,0,0,0,0,22932,22932
346,110043,KECAP SEDAP BTL,0,MISC,KECAP,BTL,BTL,DOS,,1,1,12,0,3,1,0,0,,24000,0,0,24000,0,0,278000,0,0,0,0,0,0,0
347,110044,KECAP SEDAP HIJAU 600ML,0,MISC,KECAP,BKS,BKS,DOS,,1,1,12,0,3,1,0,0,,21000,0,0,20500,0,0,230000,0,0,0,0,0,18412.73,18305.71
348,110045,KECAP SEDAP MJ 140ML,0,MISC,KECAP,BTL,BTL,DOS,,1,1,48,0,3,1,0,0,,7000,0,0,6800,0,0,315500,0,0,0,0,0,0,0
349,110046,KECAP SEDAP RV 225ML,0,MISC,KECAP,BKS,LOS,DOS,,1,1,24,0,3,1,0,0,,8000,0,0,7500,0,0,170000,0,0,0,0,0,6335.73,6322.83
350,110047,KECAP SEDAP RV 550 ML,0,MISC,KECAP,BKS,LOS,DOS,,1,1,12,0,3,1,0,0,,19000,0,0,18500,0,0,205000,0,0,0,0,0,218635.84,10745.93
351,110048,KECAP SEDAP RV 63ML,0,MISC,KECAP,BKS,BKS,DOS,,1,1,48,0,3,1,0,0,,1700,0,0,1700,0,0,73000,0,0,0,0,0,1372.46,1555
352,110049,KECAP SEDAP SC 500-AN,0,MISC,KECAP,PRES,PRES,DOS,,1,1,16,0,3,1,0,0,,5000,0,0,5000,0,0,78000,0,0,0,0,0,4606,4752
353,110050,KEDELE,0,PALAWIJA,PALAWIJA,KG,KG,KG,,1,1,1,0,3,1,0,0,,12500,0,0,12000,0,0,12000,0,0,0,0,0,-305.13,10300
354,110051,KEDELE KUPAS,0,PALAWIJA,PALAWIJA,KG,KG,ZAK,,1,1,25,0,3,1,0,0,,19500,0,0,19500,0,0,425000,0,0,0,0,0,15036.19,15400
355,110052,KEJU KRAFT 2KG,0,MISC,BAHAN KUE,BOX,BOX,BOX,,1,1,1,0,1,1,0,0,,187500,0,0,1,0,0,1,0,0,0,0,0,168000,168000
356,110053,KETAN HITAM,0,PALAWIJA,PALAWIJA,KG,LOS,ZAK,,1,1,25,0,3,1,0,0,,23000,0,0,22000,0,0,530000,0,0,0,0,0,19582.53,19500
357,110054,KETAN SUPER Rajawali poles,0,PALAWIJA,PALAWIJA,KG,KG,ZAK,,1,1,25,0,3,1,0,0,,19000,0,0,18500,0,0,450000,0,0,0,0,0,86231.67,15700
358,110055,KETAN SIEM SINTA,0,PALAWIJA,PALAWIJA,KG,LOS,ZAK,,1,1,25,0,3,1,0,0,,33000,0,0,32500,0,0,787500,0,0,0,0,0,29438.65,29450
359,110056,KETAN VIET SUPER GSK,0,PALAWIJA,PALAWIJA,KG,LOS,ZAK,,1,1,25,0,3,1,0,0,,28500,0,0,28000,0,0,685000,0,0,0,0,0,26008.78,24500
360,110057,KHONG GUAN,0,KUE,KUE,KTK,KTK,DOS,,1,1,6,0,3,1,0,0,,77500,0,0,77500,0,0,432000,0,0,0,0,0,0,0
361,110058,KERTAS BUNGKUS GAJAH MR,0,MISC,MISC,PRES,IKT,ZAK,,1,5,30,0,3,1,0,0,,30500,0,0,150000,0,0,870000,0,0,0,0,0,18951.63,19533.33
362,110059,KERTAS MERANG,0,MISC,MISC,IKT,IKT,IKT,,1,1,1,0,3,1,0,0,,9000,0,0,0,0,0,0,0,0,0,0,0,-74.98,6500
363,110060,KISPRAY 300ML,0,MISC,SABUN CAIR,BKS,LOS,DOS,,1,1,24,0,3,1,0,0,,5000,0,0,4750,0,0,110000,0,0,0,0,0,3900,3900
364,110061,KISPRAY SC,0,MISC,SABUN CAIR,RTG,IKT,PRES,,1,2,12,0,3,1,0,0,,5000,0,0,5000,0,0,59000,0,0,0,0,0,0,0
365,110062,KIWI PASTA 45ML xxx,0,MISC,MISC,PCS,KTK,DOS,,1,12,144,0,3,1,0,0,,285000,0,0,285000,0,0,285000,0,0,0,0,0,21666.67,21666.67
366,110063,KODOMO ODOL,0,PASTA GIGI,PASTA GIGI,KTK,KTK,LSN,,1,1,12,0,3,1,0,0,,6000,0,0,6000,0,0,64000,0,0,0,0,0,3867.08,4684.92
367,110064,KERTAS BUNGKUS GAJAH BR xxx,0,MISC,MISC,PRES,IKT,ZAK,,1,5,25,0,1,1,0,0,,36500,0,0,180000,0,0,900000,0,0,0,0,0,23440,23440
368,110065,K________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,110066,KOPI,0,PALAWIJA,PALAWIJA,KG,KG,KG,,1,1,1,0,3,1,0,0,,33000,0,0,0,0,0,0,0,0,0,0,0,39420.63,37000
370,110067,KOPI ABC SUSU,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,17500,0,0,17500,0,0,203000,0,0,0,0,0,16212.27,16060.42
371,110068,KOPI ABC WHITE 5+1,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,10500,0,0,10500,0,0,117500,0,0,0,0,0,0,0
372,110069,KOPI JAxxxxxxx,0,,,RTG,RTG,IKT,,1,1,10,0,3,3,0,0,,4500,0,0,4500,0,0,42500,0,0,0,0,0,4000,4000
373,110070,KOPI KAPAL API GRANDE WHITE,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,10500,0,0,10500,0,0,121500,0,0,0,0,0,0,0
374,110071,KOPI KAPAL API MANTAP,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,12500,0,0,12000,0,0,140000,0,0,0,0,0,0,0
375,110072,KOPI KAPAL API xxxxxxx MUTU KHUSUS 65gr xxx,0,MISC,KOPI,RTG,RTG,DOS,,1,1,5,0,3,1,0,0,,60000,0,0,60000,0,0,255000,0,0,0,0,0,0,0
376,110073,KOPI KAPAL API SPC 150GR,0,MISC,KOPI,BKS,LOS,DOS,,1,1,20,0,3,1,0,0,,22500,0,0,22000,0,0,427500,0,0,0,0,0,19527.21,20796.3
377,110074,KOPI KAPAL API SPC 30GR,0,MISC,KOPI,RTG,RTG,DOS,,1,1,10,0,3,1,0,0,,45000,0,0,44500,0,0,433000,0,0,0,0,0,41918.84,41904.9
378,110075,KOPI KAPAL API SPC 350 GR,0,MISC,KOPI,BKS,BKS,DOS,,1,1,9,0,3,1,0,0,,52500,0,0,51500,0,0,447500,0,0,0,0,0,47784.21,48363.44
379,110076,KOPI KAPAL API SPC 60GR,0,MISC,KOPI,RTG,RTG,DOS,,1,1,5,0,3,1,0,0,,89000,0,0,88000,0,0,433000,0,0,0,0,0,83602.33,83809.8
380,110077,KOPI KAPAL API SPC mini 6GR,0,MISC,KOPI,RTG,LOS,DOS,,1,1,20,0,3,1,0,0,,10000,0,0,9750,0,0,184000,0,0,0,0,0,8884.32,8829.87
381,110078,KOPI KAPAL API SPECIAL MIX,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,17500,0,0,17500,0,0,203000,0,0,0,0,0,16032.69,15866.78
382,110079,KOPI KAPAL API SUSU,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,18500,0,0,18000,0,0,202000,0,0,0,0,0,0,16366.58
383,110080,KOPI TORABIKA CAPU,0,MISC,KOPI,RTG,LOS,DOS,,1,1,12,0,3,1,0,0,,22500,0,0,22000,0,0,254000,0,0,0,0,0,20287.17,20477.75
384,110081,KOPI TORABIKA CREAMY,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,17500,0,0,17000,0,0,194000,0,0,0,0,0,15346.5,15681.5
385,110082,KOPI TORABIKA DUO,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,18500,0,0,18000,0,0,204000,0,0,0,0,0,21039,16252.17
386,110083,KOPI TORABIKA JAHE,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,11500,0,0,11500,0,0,135000,0,0,0,0,0,6966.71,9869.5
387,110084,KOPI TORABIKA MOKA,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,18000,0,0,18000,0,0,195000,0,0,0,0,0,15625.72,15439.58
388,110085,KOPI TORABIKA SUSU,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,18000,0,0,18000,0,0,200000,0,0,0,0,0,16309.39,16252.17
389,110086,KOPI TORABIKA CAFE MR / CAPP,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,11000,0,0,11000,0,0,116000,0,0,0,0,0,0,0
390,110087,KOPI YA SP,0,MISC,KOPI,RTG,RTG,DOS,,1,1,5,0,3,1,0,0,,52500,0,0,52500,0,0,247500,0,0,0,0,0,47707.59,47677.6
391,110088,KOPI xxxxxx,0,MISC,KOPI,RTG,RTG,DOS,,1,1,10,0,3,1,0,0,,16500,0,0,16000,0,0,155000,0,0,0,0,0,14287,14817.6
392,110089,KRESEK 01*15 CJDW xxxx,0,KRESEK,KRESEK,BKS,BKS,IKT,,1,1,10,0,3,1,0,0,,2000,0,0,1800,0,0,17000,0,0,0,0,0,0,0
393,110090,KRESEK 02*15 CJDW kecil,0,KRESEK,KRESEK,BKS,BKS,IKT,,1,1,10,0,3,1,0,0,,6500,0,0,6500,0,0,60000,0,0,0,0,0,2560.57,2950
394,110091,KRESEK 02*21 xxxx,0,,,BKS,BKS,IKT,,1,1,10,0,3,1,0,0,,5500,0,0,5500,0,0,52000,0,0,0,0,0,0,0
395,110092,KRESEK 02*24 CJDW 3kg,0,KRESEK,KRESEK,BKS,BKS,IKT,,1,1,10,0,3,1,0,0,,12000,0,0,11500,0,0,110000,0,0,0,0,0,5300,5300
396,110093,KRESEK 02* xxxx,0,,,BKS,BKS,IKT,,1,1,10,0,3,1,0,0,,6500,0,0,6500,0,0,55500,0,0,0,0,0,587.35,585
397,110094,KRESEK 02*28 CJDW xxxx,0,KRESEK,KRESEK,BKS,BKS,IKT,,1,1,10,0,3,1,0,0,,8000,0,0,8000,0,0,75000,0,0,0,0,0,7605.23,7100
398,110095,KRESEK 03*28 CJWD 5kg,0,KRESEK,KRESEK,BKS,BKS,IKT,,1,1,12,0,3,1,0,0,,26000,0,0,25000,0,0,250000,0,0,0,0,0,10622,10541.67
399,110096,KRESEK 03*35 CJDW xxxx,0,KRESEK,KRESEK,BKS,BKS,IKT,,1,1,10,0,3,1,0,0,,19500,0,0,19500,0,0,182000,0,0,0,0,0,0,0
400,110097,KRESEK 04*40 CJDW besar,0,KRESEK,KRESEK,BKS,BKS,IKT,,1,1,10,0,3,1,0,0,,47000,0,0,47000,0,0,460000,0,0,0,0,0,22999,23000
401,110098,KRESEK 04*40 MR CJDW besar,0,KRESEK,KRESEK,BKS,BKS,IKT,,1,1,10,0,3,1,0,0,,47500,0,0,47500,0,0,450000,0,0,0,0,0,23655,23400
402,110099,KRUPUK PESTA,0,KRUPUK,KRUPUK,BAL,BAL,BAL,,1,1,1,0,3,3,0,0,,0,0,0,0,0,0,92500,0,0,0,0,0,86000,86000
403,110100,KRUPUK TAHU UNYIL / DACIL,0,KRUPUK,KRUPUK,BAL,BAL,BAL,,1,1,1,0,1,1,0,0,,90000,0,0,0,0,0,0,0,0,0,0,0,82410.88,79000
404,110101,KRUPUK UDANG Kelapa Gading Bungkus,0,KRUPUK,KRUPUK,KG,KG,BAL,,1,1,5,0,3,3,0,0,,60000,0,0,60000,0,0,265000,0,0,0,0,0,3107.03,49400
405,110102,KUKU BIMA,0,MISC,MISC,KTK,PRES,DOS,,1,10,120,0,3,1,0,0,,7000,0,0,62500,0,0,725000,0,0,0,0,0,5656.09,5666.67
406,110103,KUXXXXXX,0,,,RTG,PRES,DOS,,1,18,36,0,3,1,0,0,,10500,0,0,21000,0,0,351500,0,0,0,0,0,9329.05,9310
407,110104,KOPI NONGKRONG CUP xxx,0,MINUMAN,MINUMAN,DOS,DOS,DOS,,1,1,1,0,3,1,0,0,,19000,0,0,19000,0,0,19000,0,0,0,0,0,0,0
408,110105,KXXX ANGGUR XXXX,0,,,PCS,KTK,DOS,,1,12,12,0,3,2,0,0,,2000,0,0,20500,19500,0,234000,230000,0,0,0,0,4115.23,18540.5
409,110106,KXXX KELAPA XXXX,0,,,PCS,KTK,DOS,,1,12,12,0,3,2,0,0,,2000,0,0,20500,19500,0,234000,230000,0,0,0,0,3984.71,18540.5
410,110107,KXXX LECI XXXX,0,,,PCS,KTK,DOS,,1,12,12,0,3,2,0,0,,2000,0,0,20500,19500,0,234000,230000,0,0,0,0,16673,18540.5
411,110108,KXXX JERUK XXXX,0,,,PCS,KTK,DOS,,1,12,12,0,3,2,0,0,,2000,0,0,20500,19500,0,234000,230000,0,0,0,0,8589.08,18540.5
412,110109,KXXX JAMBU XXXX,0,,,PCS,KTK,DOS,,1,12,12,0,3,2,0,0,,2000,0,0,20500,19500,0,234000,230000,0,0,0,0,3501.74,18540.5
413,110110,KXXX MANGGA XXXX,0,,,PCS,KTK,DOS,,1,12,12,0,3,2,0,0,,2000,0,0,20500,19500,0,234000,230000,0,0,0,0,4598.9,18540.5
414,110111,KXXX MELON XXXX,0,,,PCS,KTK,DOS,,1,12,12,0,3,2,0,0,,2000,0,0,20500,19500,0,234000,230000,0,0,0,0,18492.96,18540.5
415,110112,KXXX STRAWBERRY XXXX,0,,,PCS,KTK,DOS,,1,12,12,0,3,2,0,0,,2000,0,0,20500,19500,0,234000,230000,0,0,0,0,21815.62,18540.5
416,110113,KXXX SIRSAK XXXX,0,,,PCS,KTK,DOS,,1,12,12,0,3,2,0,0,,2000,0,0,20500,19500,0,234000,230000,0,0,0,0,577.52,18540.5
417,110114,KXXX COKLAT XXXX,0,,,PCS,KTK,DOS,,1,12,12,0,3,2,0,0,,2500,0,0,28000,27500,0,325000,324000,0,0,0,0,13500.94,25592.33
418,110115,KECAP SEDAP HIJAU 60ML,0,MISC,KECAP,BKS,BKS,DOS,,1,1,48,0,3,1,0,0,,1750,0,0,1750,0,0,78000,0,0,0,0,0,0,1534.5
419,110116,KANJI TANI KUNING 500gr,0,TEPUNG,TEPUNG,BKS,BKS,DOS,,1,1,20,0,3,1,0,0,,8000,0,0,7500,0,0,135000,0,0,0,0,0,6287.89,6425
420,110117,KECAP SEDAP HIJAU SC 1000AN xxx,0,MISC,KECAP,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,10000,0,0,10000,0,0,116000,0,0,0,0,0,8648.64,8339.75
421,110118,KECAP DELMIN K xxx,0,MISC,KECAP,ISI,ISI,BTL,,1,1,1,0,3,3,0,0,,10000,0,0,10000,0,0,10500,0,0,0,0,0,81.52,8600
422,110119,KECAP DELMIN B xxx,0,MISC,KECAP,ISI,ISI,BTL,,1,1,1,0,3,1,0,0,,17500,0,0,17500,0,0,18500,0,0,0,0,0,0,0
423,110120,KECAP ASIN 350,0,MISC,KECAP,BTL,BTL,DOS,,1,1,24,0,3,1,0,0,,13500,0,0,13000,0,0,310000,0,0,0,0,0,12020.83,12020.83
424,110121,KOPI JALAK RENTENG 11GR,0,MISC,KOPI,RTG,RTG,DOS,,1,1,20,0,3,1,0,0,,8500,0,0,8000,0,0,155000,0,0,0,0,0,6224.32,6250
425,110122,KAXXXXXXXX,0,PALAWIJA,PALAWIJA,KG,KG,KG,,1,1,1,0,1,1,0,0,,1,0,0,1,0,0,1,0,0,0,0,0,16235,22050
426,110123,KOPI PIKOPI AREN,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,17500,0,0,17000,0,0,202000,0,0,0,0,0,15319.05,15523.25
427,110124,KEJU WIN Cheese 2KG xxx,0,MISC,BAHAN KUE,SLOP,SLOP,DUS,,1,1,8,0,3,1,0,0,,98000,0,0,97000,0,0,715000,0,0,0,0,0,86250,86250
428,110125,KOPI XXXX,0,,,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,17500,0,0,17500,0,0,204000,0,0,0,0,0,16342,16366.67
429,110126,KOPI YA SP 120gr + gelas,0,MISC,KOPI,BKS,LOS,DOS,,1,1,24,0,3,1,0,0,,10000,0,0,9000,0,0,210000,0,0,0,0,0,8214.53,8058.71
